"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-04-22","19.69",,"0.00","0.0","0.0","42","50","37","  290","  290","30.0","40.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-04-23","15.43",,"0.00","0.0","0.0","50","65","41","  300","  260","25.1","33.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-04-24","10.51",,"0.00","0.0","0.0","61","71","53","  180","  190","23.9","32.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-04-25","9.84",,"0.50","0.0","0.0","56","64","50","  320","  330","23.9","32.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-04-26","18.34",,"0.00","0.0","0.0","53","60","43","  320","  320","30.0","36.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-04-27","6.26",,"0.00","0.0","0.0","55","62","49","  190","  190","14.1","18.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-04-28","6.71",,"0.03","0.0","0.0","60","83","51","   50","   40","23.0","28.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-04-29","8.50",,"0.00","0.0","0.0","65","72","60","  220","  230","19.9","25.1",,,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-04-30","22.82",,"0.02","0.0","0.0","66","72","47","  300","  310","42.9","61.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-01","16.55",,"0.00","0.0","0.0","53","65","44","  300","  300","38.0","47.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-02","11.18",,"0.00","0.0","0.0","67","83","58","   50","   50","23.9","27.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-03","8.28",,"0.33","0.0","0.0","60","62","52","   50","   40","17.0","19.9","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-04","8.50",,"0.30","0.0","0.0","58","69","51","  120","  140","21.0","25.1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-05","9.84",,"0.29","0.0","0.0","55","61","51","  310","  320","25.9","33.1","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-06","13.65",,"0.00","0.0","0.0","58","66","52","  330","  320","23.0","30.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-07","10.51",,"0.00","0.0","0.0","58","62","51","  130","  130","16.1","19.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-08","7.61",,"0.04","0.0","0.0","53","55","50","  100","   90","17.0","21.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-09","10.29",,"0.45","0.0","0.0","54","64","48","  270","  270","21.0","28.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-10","10.29",,"0.02","0.0","0.0","53","60","48","  310","   20","17.0","21.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-11","12.75",,"0.00","0.0","0.0","58","68","52","  270","  270","28.0","35.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-12","12.97",,"0.00","0.0","0.0","57","68","48","  320","  300","25.1","32.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-13","7.61",,"0.00","0.0","0.0","62","71","54","  220","  220","16.1","19.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-14","7.83",,"0.00","0.0","0.0","66","76","56","  160","  160","19.9","23.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-15","6.26",,"0.00","0.0","0.0","68","77","57","  170","  170","18.1","21.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-16","6.93",,"0.00","0.0","0.0","69","79","61","   10","   10","19.9","23.9",,,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-17","6.71",,"0.00","0.0","0.0","68","78","59","  160","  160","18.1","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-18","8.28",,"0.00","0.0","0.0","72","83","62","  270","  290","18.1","23.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-19","8.50",,"0.00","0.0","0.0","77","86","66","  150","  150","17.0","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-20","8.50",,"0.00","0.0","0.0","69","76","60","  170","  160","15.0","18.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-21","8.50",,"0.00","0.0","0.0","67","77","60","  170","  180","21.9","27.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-22","7.83",,"0.00","0.0","0.0","73","88","62","  310","  310","21.9","25.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-23","14.99",,"0.00","0.0","0.0","80","88","68","  320","  330","25.1","31.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-24","12.08",,"0.00","0.0","0.0","67","69","59","  160","  160","18.1","23.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-25","11.41",,"0.00","0.0","0.0","64","72","59","  160","  160","19.9","23.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-26","10.29",,"0.07","0.0","0.0","73","86","66","  190","  200","21.0","29.1",,,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-27","12.30",,"0.01","0.0","0.0","75","83","66","  330","  290","21.0","27.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-28","16.55",,"1.14","0.0","0.0","64","68","51","   60","   50","36.0","42.9","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-29","19.01",,"0.46","0.0","0.0","51","52","48","   60","   60","38.0","48.1","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-30","12.75",,"0.81","0.0","0.0","50","52","48","   50","   50","25.1","31.1","    1",,"    1",,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-05-31","8.95",,"0.01","0.0","0.0","56","71","50","  300","  310","17.0","21.9","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-01","6.04",,"0.00","0.0","0.0","66","79","56","  180","  180","18.1","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-02","8.28",,"0.00","0.0","0.0","69","76","62","  190","  190","18.1","25.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-03","6.26",,"0.31","0.0","0.0","65","76","61","  140","  140","14.1","16.1","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-04","6.49",,"0.67","0.0","0.0","71","80","64","  270","  270","36.0","45.0",,,"    1",,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-05","8.28",,"0.00","0.0","0.0","78","94","66","  250","  260","19.9","25.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-06","9.62",,"0.00","0.0","0.0","87","95","76","  160","  220","19.9","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-07","7.83",,"0.00","0.0","0.0","84","93","76","  160","  170","18.1","21.0",,,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-08","6.26",,"0.47","0.0","0.0","80","92","72","  320","  310","25.1","34.0","    1",,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-09","4.92",,"0.00","0.0","0.0","80","91","74","  200","  200","14.1","17.0",,,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-10","9.84",,"0.00","0.0","0.0","78","81","65","   40","  100","18.1","21.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-11","8.95",,"0.00","0.0","0.0","65","68","62","   40","   40","16.1","18.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-12","8.50",,"0.00","0.0","0.0","66","71","63","   50","   60","15.0","18.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-13","7.38",,"0.00","0.0","0.0","68","77","63","  160","  190","15.0","18.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-14","9.40",,"0.10","0.0","0.0","69","74","66","  170","  160","16.1","23.0",,,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-15","9.84",,"0.00","0.0","0.0","73","83","67","  310","  310","23.9","30.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-16","12.53",,"0.00","0.0","0.0","70","77","64","  300","  300","21.9","28.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-17","6.71",,"0.00","0.0","0.0","70","79","62","  320","  330","15.0","19.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-18","10.51",,"0.00","0.0","0.0","76","86","66","  160","  210","19.9","23.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-19","9.17",,"0.11","0.0","0.0","79","91","68","  310","  300","23.0","30.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-20","8.28",,"0.00","0.0","0.0","77","87","69","  170","  180","18.1","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-21","11.86",,"0.00","0.0","0.0","80","87","74","  160","  170","21.9","25.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-22","11.41",,"0.17","0.0","0.0","74","80","61","  290","  300","25.9","34.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-23","10.29",,"0.00","0.0","0.0","66","77","58","  340","  360","18.1","23.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-24","8.50",,"0.00","0.0","0.0","70","78","63","  140","  130","17.0","21.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-25","9.40",,"0.00","0.0","0.0","70","82","64","  160","  160","19.9","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-26","11.41",,"0.00","0.0","0.0","76","85","69","  180","  180","21.9","27.1",,,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-27","12.08",,"0.00","0.0","0.0","80","89","74","  160","  210","18.1","23.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-28","11.41",,"0.00","0.0","0.0","85","96","77","  170","  170","19.9","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-29","10.51",,"0.00","0.0","0.0","89","98","81","  210","  160","19.9","23.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-06-30","11.41",,"0.61","0.0","0.0","91","100","73","  340","  330","25.1","40.0",,,"    1",,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-01","6.04",,"0.72","0.0","0.0","80","86","73","  300","  310","25.9","32.0","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-02","8.95",,"0.86","0.0","0.0","74","78","63","   50","   60","28.0","32.0","    1",,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-03","11.18",,"0.19","0.0","0.0","64","67","60","   50","   60","23.9","29.1","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-04","6.04",,"0.00","0.0","0.0","68","79","62","  170","  160","14.1","17.0",,,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-05","10.07",,"0.00","0.0","0.0","74","84","67","  170","  170","21.0","25.1","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-06","12.53",,"0.21","0.0","0.0","84","96","73","  320","  320","47.0","57.9",,,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-07","7.61",,"0.00","0.0","0.0","82","96","74","  240","  240","17.0","25.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-08","10.07",,"0.95","0.0","0.0","79","85","72","   50","   30","21.0","28.0","    1",,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-09","10.96",,"1.81","0.0","0.0","77","89","72","  330","   20","25.1","33.1","    1",,"    1",,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-10","6.93",,"0.06","0.0","0.0","76","81","72","  360","   10","14.1","19.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-11","8.28",,"0.00","0.0","0.0","75","82","72","  160","  180","16.1","21.0","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-12","9.17",,"0.60","0.0","0.0","77","82","73","   50","   60","18.1","21.9","    1",,"    1",,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-13","9.40",,"0.01","0.0","0.0","71","73","69","   50","   40","16.1","17.0","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-14","6.93",,"0.00","0.0","0.0","76","91","70","  200","  190","17.0","21.9","    1","    1",,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-15","8.05",,"0.00","0.0","0.0","82","91","76","  190","  190","18.1","21.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-16","6.71",,"0.00","0.0","0.0","87","95","81","  170","  170","19.9","23.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-17","7.16",,"0.53","0.0","0.0","84","91","74","  170","  170","21.0","25.1",,,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-18","10.29",,"0.08","0.0","0.0","79","86","74","  270","  210","17.0","23.0","    1",,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-19","7.16",,"0.01","0.0","0.0","76","82","71","  360","   10","15.0","19.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-20","6.49",,"0.00","0.0","0.0","81","89","75","  250","  260","13.0","15.0",,,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-21","7.38",,"0.16","0.0","0.0","80","83","72","  340","  330","19.9","23.0",,,"    1",,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-22","10.07",,"0.00","0.0","0.0","76","83","68","  320","  320","16.1","19.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-23","7.61",,"0.00","0.0","0.0","76","83","70","   50","  320","15.0","19.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-24","9.17",,"0.00","0.0","0.0","76","83","70","  210","  210","16.1","21.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-25","10.29",,"0.44","0.0","0.0","77","84","68","  170","  180","17.0","23.9",,,"    1",,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-26","6.04",,"1.38","0.0","0.0","82","90","72","  170","  160","28.0","36.9","    1",,"    1",,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-27","7.38",,"0.00","0.0","0.0","83","91","74","  330","  330","31.1","45.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-28","8.72",,"0.20","0.0","0.0","77","82","71","  290","  300","17.0","19.9",,,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-29","13.65",,"0.26","0.0","0.0","76","80","73","  170","  170","31.1","38.9","    1",,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-30","15.21",,"0.00","0.0","0.0","77","85","68","  320","  320","25.9","31.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-07-31","8.28",,"0.00","0.0","0.0","71","79","64","  330","  310","18.1","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-01","8.72",,"0.09","0.0","0.0","74","78","68","  160","  160","18.1","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-02","10.96",,"0.00","0.0","0.0","72","81","64","  310","  300","21.9","25.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-03","4.70",,"0.00","0.0","0.0","74","79","68","  190","   50","10.1","13.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-04","7.38",,"0.00","0.0","0.0","73","75","70","   50","   40","16.1","18.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-05","8.50",,"0.00","0.0","0.0","73","81","69","  170","  160","17.0","19.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-06","8.05",,"0.00","0.0","0.0","79","89","71","  190","  190","19.9","25.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-07","9.17",,"0.00","0.0","0.0","81","89","75","  170","  170","18.1","21.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-08","10.07",,"0.32","0.0","0.0","74","79","67","   50","   50","23.0","29.1","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-09","8.95",,"0.02","0.0","0.0","74","80","70","   70","   50","15.0","19.9","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-10","7.16",,"0.40","0.0","0.0","77","85","73","  230","  230","21.0","28.0",,,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-11","8.72",,"0.07","0.0","0.0","81","92","76","  270","  260","21.0","25.9",,,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-12","8.05",,"0.00","0.0","0.0","85","98","77","  310","  310","36.0","46.1",,,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-13","6.26",,"0.00","0.0","0.0","88","98","79","  300","  300","23.0","31.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-14","9.40",,"0.00","0.0","0.0","87","91","77","  350","  340","18.1","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-15","8.28",,"0.00","0.0","0.0","78","84","71","  350","  350","19.9","25.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-16","8.50",,"0.00","0.0","0.0","76","82","71","  180","  170","13.0","18.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-17","10.51",,"0.00","0.0","0.0","77","82","75","  160","  180","18.1","21.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-18","9.62",,"0.00","0.0","0.0","78","86","76","  160","  150","21.9","31.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-19","13.87",,"0.29","0.0","0.0","82","89","77","  160","  170","23.0","32.0","    1",,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-20","7.16",,"0.09","0.0","0.0","80","83","77","  300","  310","15.0","19.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-21","8.05",,"1.18","0.0","0.0","79","84","75","   50","   40","21.9","27.1","    1",,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-22","10.96",,"2.30","0.0","0.0","75","77","72","  310","  310","21.0","25.9","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-23","11.41",,"0.81","0.0","0.0","77","85","73","  180","  190","21.9","32.0","    1",,,,,,"    1",
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-24","7.61",,"0.00","0.0","0.0","82","92","76","  310","  240","16.1","19.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-25","4.47",,"0.00","0.0","0.0","84","94","75","  190","  180","13.0","15.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-26","6.04",,"0.00","0.0","0.0","87","94","81","  170","  160","19.9","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-27","3.80",,"1.34","0.0","0.0","85","93","76","   20","   30","30.0","44.1",,,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-28","12.30",,"0.00","0.0","0.0","77","81","68","   50","   50","25.1","31.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-29","7.16",,"0.00","0.0","0.0","71","76","68","   60","   90","14.1","16.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-30","8.05",,"0.00","0.0","0.0","78","87","74","  190","  170","16.1","19.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-08-31","7.16",,"0.00","0.0","0.0","81","87","76","  290","  270","17.0","23.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-01","15.43",,"6.80","0.0","0.0","76","80","65","   60","   60","40.0","47.0","    1",,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-02","14.32",,"0.09","0.0","0.0","69","78","63","  350","  360","25.9","34.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-03","8.50",,"0.00","0.0","0.0","69","76","62","  320","  350","16.1","18.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-04","6.93",,"0.00","0.0","0.0","72","81","65","  190","  190","16.1","19.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-05","9.62",,"0.05","0.0","0.0","73","76","69","  170","  170","18.1","23.0","    1",,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-06","9.84",,"0.00","0.0","0.0","76","85","71","  300","  260","21.0","27.1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-07","8.95",,"0.00","0.0","0.0","75","83","68","  170","  170","17.0","19.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-08","14.09",,"0.00","0.0","0.0","77","86","73","  170","  170","25.9","34.0",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-09","5.82",,"0.29","0.0","0.0","72","77","68","  310","  300","15.0","18.1","    1",,"    1",,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-10","14.09",,"0.00","0.0","0.0","71","76","66","  320","  300","25.9","42.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-11","8.28",,"0.00","0.0","0.0","72","80","64","  160","  170","17.0","21.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-12","12.53",,"0.00","0.0","0.0","75","85","68","  250","  240","19.9","25.9",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2021-09-13","12.30",,"0.03","0.0","0.0","81","86","71","  280","  290","21.9","28.0",,,"    1",,,,,
